instance	Gamma	objval	objbound	gap	n_iterations	avg_iteration	runtime
j203_2	15	29.000	29.000	0.000	90	3.108	280.526
j203_5	15	19.000	19.000	0.000	69	2.748	190.411
j205_7	15	inf	-inf	nan	0	inf	7200.000
j206_3	15	34.000	22.000	0.353	6	1007.608	7200.000
j207_3	15	35.000	35.000	0.000	477	13.154	6275.300
j209_1	15	44.000	29.000	0.341	14	420.756	7200.000
j209_2	15	35.000	24.000	0.314	19	326.680	7200.000
j209_3	15	33.000	23.000	0.303	7	859.600	7200.000
j209_5	15	55.000	35.000	0.364	11	505.367	7200.000
j209_6	15	39.000	28.000	0.282	23	297.679	7200.000
j209_7	15	47.000	31.000	0.340	56	124.078	7200.000
j209_8	15	26.000	21.000	0.192	77	89.676	7200.000
j209_9	15	31.000	25.000	0.194	149	47.887	7200.000
j209_10	15	34.000	25.000	0.265	77	90.097	7200.000
j2010_1	15	28.000	28.000	0.000	397	7.534	2991.955
j2010_2	15	37.000	37.000	0.000	367	7.023	2578.980
j2010_3	15	31.000	31.000	0.000	405	8.360	3387.051
j2010_4	15	29.000	29.000	0.000	242	5.277	1277.840
j2010_5	15	33.000	31.000	0.061	732	9.819	7200.000
j2010_6	15	40.000	28.000	0.300	90	78.454	7200.000
j2010_7	15	34.000	34.000	0.000	509	7.386	3760.214
j2010_8	15	27.000	27.000	0.000	62	3.872	240.822
j2010_9	15	33.000	23.000	0.303	25	265.368	7200.000
j2010_10	15	44.000	41.000	0.068	894	8.034	7200.000
j2011_1	15	33.000	33.000	0.000	156	4.344	678.526
j2011_2	15	28.000	28.000	0.000	128	4.679	599.708
j2011_3	15	40.000	40.000	0.000	519	5.883	3053.980
j2011_4	15	47.000	32.000	0.319	71	95.548	7200.000
j2011_5	15	34.000	34.000	0.000	542	7.832	4245.794
j2011_6	15	50.000	50.000	0.000	284	6.967	1980.075
j2011_7	15	36.000	36.000	0.000	260	5.257	1368.171
j2011_8	15	30.000	30.000	0.000	246	5.379	1324.261
j2011_9	15	32.000	32.000	0.000	206	5.535	1141.328
j2011_10	15	41.000	41.000	0.000	496	7.096	3520.164
j2012_1	15	29.000	29.000	0.000	105	4.450	468.242
j2012_2	15	31.000	31.000	0.000	60	3.601	216.948
j2012_3	15	55.000	55.000	0.000	766	6.358	4872.036
j2012_4	15	28.000	28.000	0.000	165	3.891	643.034
j2012_5	15	36.000	36.000	0.000	570	5.861	3342.255
j2012_6	15	31.000	31.000	0.000	103	4.776	493.113
j2012_7	15	32.000	32.000	0.000	297	4.230	1257.536
j2012_8	15	45.000	45.000	0.000	762	6.598	5029.122
j2012_9	15	49.000	46.000	0.061	723	9.931	7200.000
j2012_10	15	32.000	32.000	0.000	179	6.115	1096.139
j2013_1	15	inf	-inf	nan	0	inf	7200.000
j2013_2	15	inf	-inf	nan	0	inf	7200.000
j2013_3	15	inf	-inf	nan	0	inf	7200.000
j2013_4	15	inf	-inf	nan	0	inf	7200.000
j2013_5	15	inf	-inf	nan	0	inf	7200.000
j2013_6	15	inf	-inf	nan	0	inf	7200.000
j2013_7	15	inf	-inf	nan	0	inf	7200.000
j2013_8	15	inf	-inf	nan	0	inf	7200.000
j2013_9	15	inf	-inf	nan	0	inf	7200.000
j2013_10	15	inf	-inf	nan	0	inf	7200.000
j2014_1	15	inf	-inf	nan	0	inf	7200.000
j2014_2	15	40.000	26.000	0.350	8	779.444	7200.000
j2014_3	15	34.000	22.000	0.353	9	661.954	7200.000
j2014_4	15	inf	-inf	nan	0	inf	7200.000
j2014_5	15	inf	-inf	nan	0	inf	7200.000
j2014_6	15	30.000	20.000	0.333	1	2577.996	7200.000
